epoch,disc_loss,gen_gan_loss,gen_l1_loss,gen_perceptual_loss,gen_total_loss,val_disc_loss,val_gen_gan_loss,val_gen_l1_loss,val_gen_perceptual_loss,val_gen_total_loss
0,1.391503930091858,0.7769624590873718,0.13130910694599152,400.289306640625,22.474773406982422,NA,NA,NA,NA,NA
1,1.3889564275741577,0.6353846192359924,0.07885905355215073,285.7261962890625,13.892873764038086,NA,NA,NA,NA,NA
2,1.358320951461792,0.6821740865707397,0.07183462381362915,291.01348876953125,12.912434577941895,NA,NA,NA,NA,NA
3,1.4021180868148804,0.6965219974517822,0.059564970433712006,223.9336700439453,10.750935554504395,NA,NA,NA,NA,NA
4,1.405512809753418,0.6925258040428162,0.07088498771190643,284.1573791503906,12.746061325073242,NA,NA,NA,NA,NA
5,1.2222564220428467,0.6523505449295044,0.05215537175536156,200.9451904296875,9.480382919311523,NA,NA,NA,NA,NA
6,1.3372286558151245,0.7785173654556274,0.05399246886372566,223.4744873046875,9.994760513305664,NA,NA,NA,NA,NA
7,1.2459657192230225,0.7462182641029358,0.06406176835298538,263.55474853515625,11.673257827758789,NA,NA,NA,NA,NA
8,1.3408246040344238,0.6505914330482483,0.06860412657260895,290.46160888671875,12.393518447875977,NA,NA,NA,NA,NA
9,1.2233350276947021,0.7818365693092346,0.0542723648250103,218.061767578125,10.01300048828125,NA,NA,NA,NA,NA
10,1.4300024509429932,0.8832709789276123,0.038986656814813614,156.57122802734375,7.514125823974609,NA,NA,NA,NA,NA
11,1.3402361869812012,0.6933738589286804,0.04964486509561539,208.7769317626953,9.183987617492676,NA,NA,NA,NA,NA
12,1.371943473815918,0.6768667697906494,0.05001051723957062,190.77908325195312,9.132339477539062,NA,NA,NA,NA,NA
13,1.3021907806396484,0.751762330532074,0.04196648672223091,180.99026489257812,7.951686859130859,NA,NA,NA,NA,NA
14,1.3267524242401123,0.7331655025482178,0.041937269270420074,183.65621948242188,7.942037105560303,NA,NA,NA,NA,NA
15,1.4363733530044556,0.7744570374488831,0.05287342518568039,215.51333618164062,9.783037185668945,NA,NA,NA,NA,NA
16,1.3142592906951904,0.7579275369644165,0.04198066517710686,164.93960571289062,7.879724979400635,NA,NA,NA,NA,NA
17,1.3640720844268799,0.6258398294448853,0.05024289712309837,229.8199005126953,9.311373710632324,NA,NA,NA,NA,NA
18,1.0839931964874268,1.1216460466384888,0.05802614614367485,253.3853759765625,11.09249496459961,NA,NA,NA,NA,NA
19,1.3709173202514648,0.7836555242538452,0.034893766045570374,155.03152465820312,6.792878150939941,NA,NA,NA,NA,NA
20,1.5128192901611328,0.5732647776603699,0.05017486587166786,223.83709716796875,9.218680381774902,NA,NA,NA,NA,NA
21,1.4041258096694946,0.936005711555481,0.03567228093743324,140.0916748046875,6.987306118011475,NA,NA,NA,NA,NA
22,1.3510926961898804,0.8063732385635376,0.038729336112737656,136.97653198242188,7.300656318664551,NA,NA,NA,NA,NA
23,1.4466593265533447,0.5201171636581421,0.04647117853164673,203.57861328125,8.508687019348145,NA,NA,NA,NA,NA
24,1.648660659790039,1.4348759651184082,0.04107759892940521,185.15969848632812,8.522314071655273,NA,NA,NA,NA,NA
25,1.311265468597412,0.9286165237426758,0.049103740602731705,227.6043243408203,9.432199478149414,NA,NA,NA,NA,NA
26,1.3376507759094238,1.113396406173706,0.05163433402776718,220.64593505859375,9.961775779724121,NA,NA,NA,NA,NA
27,1.2801716327667236,0.7503916025161743,0.06046858802437782,277.59844970703125,11.208672523498535,NA,NA,NA,NA,NA
28,1.4281376600265503,0.9246566295623779,0.058688484132289886,260.6473388671875,11.031166076660156,NA,NA,NA,NA,NA
29,1.3812668323516846,0.5954748392105103,0.034388668835163116,161.6368408203125,6.561959266662598,NA,NA,NA,NA,NA
30,1.597434401512146,1.2536649703979492,0.059593651443719864,273.3184814453125,11.559305191040039,NA,NA,NA,NA,NA
31,1.0353589057922363,1.0531256198883057,0.051118895411491394,233.87852478027344,9.890352249145508,NA,NA,NA,NA,NA
32,1.309241771697998,0.859398603439331,0.03817131370306015,170.84402465820312,7.439315319061279,NA,NA,NA,NA,NA
33,1.2809457778930664,1.259158730506897,0.04248432442545891,186.01022338867188,8.561858177185059,NA,NA,NA,NA,NA
34,1.3912885189056396,0.46969327330589294,0.039498135447502136,169.02728271484375,7.23954963684082,NA,NA,NA,NA,NA
35,1.0506038665771484,1.061042308807373,0.04190612956881523,189.21987915039062,8.293061256408691,NA,NA,NA,NA,NA
36,1.1941561698913574,0.8138101100921631,0.05623994767665863,259.39501953125,10.546777725219727,NA,NA,NA,NA,NA
37,1.3778986930847168,1.3722114562988281,0.03888145461678505,174.51583862304688,8.077009201049805,NA,NA,NA,NA,NA
38,1.3701130151748657,1.1712801456451416,0.03727289289236069,163.22274780273438,7.578327178955078,NA,NA,NA,NA,NA
39,1.336069107055664,1.083888292312622,0.038160406053066254,175.93209838867188,7.687609672546387,NA,NA,NA,NA,NA
40,1.2551863193511963,0.8060183525085449,0.031157268211245537,147.94338989257812,6.219325542449951,NA,NA,NA,NA,NA
